'jian'qiao'bei	建桥杯	011124.129632.121324	51111254.1234313432.12341324
'ai'li'si	埃利斯	195494.9222.703312	1215431134.3123422.122111343312
'fang'men'li'li	坊门黎黎	1960.42.923534.923534	1214153.425.312343533424134.312343533424134
'pei'yi	培益	196180.431344	12141431251.4313425221
'ji'la'er'duo	吉拉尔多	1980.1061.35234.9090	121251.12141431.35234.354354
'ji'lie'er'mo	吉列尔莫	1980.1322.35234.178114	121251.135422.35234.1222511134
'ji'bu'sen	吉布森	1980.1325.121212	121251.13252.123412341234
'ji'kui'er	吉奎尔	1980.134199.35234	121251.134121121.35234
'ji'you'ni'si	吉尤尼斯	1980.1354.0735.703312	121251.1354.51335.122111343312
'ji'ao'ni'si	吉奥尼斯	1980.325684.0735.703312	121251.325431234134.51335.122111343312
'ji'er'si'wei'lun'niu'fu'sai'dao	吉尔斯维伦纽夫赛道	1980.35234.703312.553241.323435.555211.1134.467638.431384	121251.35234.122111343312.55132411121.323435.5515211.1134.44511221342534.431325111454
'ji'nuo'bi'li	吉诺比利	1980.401710.1535.9222	121251.4512213251.1535.3123422
'ji'gai'si'te'bei	吉盖斯特杯	1980.431184.703312.311914.121324	121251.43112125221.122111343312.3121121124.12341324
'ji'an'ka'luo'fei'si'qie'la	吉安卡罗费斯切拉	1980.4659.21124.8490.573228.703312.1553.1061	121251.445531.21124.25221354.515322534.122111343312.1553.12141431
'xi'li'gong'kai'sai	喜力公开赛	1980.53.3454.1132.467638	121251431251.53.3454.1132.44511221342534
'ji'mi	吉米	1980.68	121251.431234
'ji'mi'lai'ke'ning	吉米莱科宁	1980.68.17168.924412.4612	121251.431234.1221431234.312344412.44512
'ji'tian'mei'xiang	吉田美香	1980.83.431114.9281	121251.25121.431121134.312342511
'ji'tian'hai'wei	吉田海伟	1980.83.443106.321152	121251.25121.4413155414.321152
'ji'tian'qing'mei	吉田晴美	1980.83.817121.431114	121251.25121.251111212511.431121134
'ji'bei'zhen'bei	吉备真备	1980.9083.122734.9083	121251.35425121.1225111134.35425121
'yuan'ze	袁泽	198034.445412	1212513534.44154112
'yuan'wei'hong	袁卫红	198034.521.55121	1212513534.521.551121
'yuan'xi	袁曦	198034.814314	1212513534.25114311213123415534
'tan'pu'er	坦普尔	19811.431221.35234	12125111.431224312511.35234
'mai'fu'quan	埋伏拳	198121.321344.4367	1212511211.321344.4311343112
'shan'xia'jing'wu	山下敬吾	20.124.173580.125180	252.124.122352513134.1251251
'shan'dong'wang'tong	山东网通	20.15234.253434.542514	252.15234.253434.5425112454
'shan'cheng'hong	山城宏	20.191354.461354	252.121135534.4451354
'shan'qi'you'min	山崎有民	20.201342.132511.51515	252.25213412512.132511.51515
'shan'mao	山猫	20.381783	252.35312225121
'shan'bu'jun'lang	山部俊郎	20.618052.325430.40352	252.4143125152.325434354.45115452
'shan'tian'gui'san'sheng	山田规三生	20.83.113425.111.371	252.25121.11342535.111.31121
'dian'feng'dui'jue	巅峰对决	201228.209071.54124.415134	2521225111134132534.2523541112.54124.415134
'dian'feng'yi'jing	巅峰弈境	201228.209071.66132.196185	2521225111134132534.2523541112.413234132.12141431251135
'an'chuan'sheng'ye	岸川圣也	201312.322.5419.525	25213112.322.54121.525
'yan'ben'xun	岩本薰	2014.121.173129	25213251.12341.12231254312114444
'yan'qi'jian'zao	岩崎健造	2014.201342.320114.319804	25213251.25213412512.3251111254.3121251454
'yan'yue'tai	岩月泰	2014.36.732414	25213251.3511.1113424134
'yan'ying'quan	岩鹰拳	2014.473239.4367	25213251.413323241112135451.4311343112
'yan'tian'da'ming	岩田达明	2014.83.134454.8136	25213251.25121.134454.25113511
'e'mei'gong'li'quan	峨嵋功力拳	203124.255212.12153.53.4367	2523121534.252521325111.12153.53.4311343112
'e'mei'ci	峨嵋刺	203124.255212.125232	2523121534.252521325111.12523422
'e'mei'jian	峨嵋剑	203124.255212.341642	2523121534.252521325111.341443122
'e'mei'quan	峨嵋拳	203124.255212.4367	2523121534.252521325111.4311343112
'e'mei'lu'he'quan	峨嵋六合拳	203124.255212.66.92.4367	2523121534.252521325111.4134.341251.4311343112
'cui'zhe'han	崔哲瀚	203241.103310.441284	25232411121.1213312251.4411225111234541541
'cui'yun'zhi	崔云趾	203241.1154.2921	25232411121.1154.25121212121
'cui'bing'huan	崔丙焕	203241.12534.693524	25232411121.12534.43343525134
'cui'gui'bing	崔圭丙	203241.1919.12534	25232411121.121121.12534
'cui'lao'han	崔老汉	203241.19335.4454	25232411121.121335.44154
'cui'xian'zhen	崔贤珍	203241.225428.113433	25232411121.22542534.112134333
'cui'ning	崔宁	203241.4612	25232411121.44512
'cui'can	崔灿	203241.6920	25232411121.4334252
'cui'ji'biao	崔基标	203241.7019.121124	25232411121.12211134121.123411234
'cui'ji'xun	崔基勋	203241.7019.802853	25232411121.12211134121.251253453
'cui'du	崔毒	203241.7106	25232411121.112155414
'cui'shou'fu	崔寿福	203241.73124.621803	25232411121.1113124.4524125125121
'cui'ming'xun	崔明勋	203241.8136.802853	25232411121.25113511.251253453
'cen'qian	岑乾	203445.128115	2523445.12251112315
'beng'xing	崩形	203636.113233	25235113511.1132333
'beng'long'xiu'chui	崩龙袖锤	203636.13534.6383.913121	25235113511.13534.4523425121.3111531212211
'beng'quan	崩拳	203636.4367	25235113511.4311343112
'beng'kui	崩溃	203636.448028	25235113511.441251212534
'beng'pan	崩盘	203636.9384	25235113511.33541425221
'kai'fei'er'de	凯菲尔德	205155.1723.35234.331285	25251535.12221112111.35234.332122522114544
'kai'en	凯恩	205155.251345	25251535.2513414544
'kai'te'na'luo'wa	凯特纳罗娃	205155.311914.552534.8490.591919	25251535.3121121124.5512534.25221354.531121121
'kai'er'ou'wen	凯尔欧文	205155.35234.134534.66	25251535.35234.13453534.4134
'kai'er'te'ren	凯尔特人	205155.35234.311914.34	25251535.35234.3121121124.34
'kai'er'ao'kui'yin	凯尔奥奎因	205155.35234.325684.134199.251341	25251535.35234.325431234134.134121121.251341
'kai'er'luo'rui	凯尔洛瑞	205155.35234.449080.112012	25251535.35234.441354251.1121252132522
'kai'er'an'de'sen	凯尔安德森	205155.35234.4659.331285.121212	25251535.35234.445531.332122522114544.123412341234
'kai'er'wei'er'che	凯尔维尔彻	205155.35234.553241.35234.331553	25251535.35234.55132411121.35234.3321553
'kai'er'xin'ge'le	凯尔辛格勒	205155.35234.6112.129080.1853	25251535.35234.4143112.1234354251.12212511253
'kai'er'ke'wo'er	凯尔科沃尔	205155.35234.924412.4496.35234	25251535.35234.312344412.4413134.35234
'kai'wen'du'lan'te	凯文杜兰特	205155.66.1219.431.311914	25251535.4134.1234121.43111.3121121124
'kai'wen'lu'ni	凯文卢尼	205155.66.2107.0735	25251535.4134.21513.51335
'kai'wen'le'fu	凯文乐福	205155.66.35234.621803	25251535.4134.35234.4524125125121
'chi'yi'yue'ya'tang	齿翼月牙镋	21.040484.36.79.912485	21213452.54154125121122134.3511.1523.311152434525135
'zhi'guan	止观	21.542535	2121.542535
'zhi'guan'fa	止观法	21.542535.441954	2121.542535.44112154
'lu'zha'ke	卢扎克	2107.105.128035	21513.1215.1225135
'lu'tian'sheng	卢天圣	2107.1134.5419	21513.1134.54121
'lu'zheng'wen	卢正文	2107.121.66	21513.12121.4134
'lu'sen'bao'gong'kai'sai	卢森堡公开赛	2107.121212.328019.3454.1132.467638	21513.123412341234.322511234121.3454.1132.44511221342534
'lu'ke'ba'bi'te	卢克巴比特	2107.128035.5215.1535.311914	21513.1225135.5215.1535.3121121124
'lu'ke'ba'mo'te	卢克巴莫特	2107.128035.5215.178114.311914	21513.1225135.5215.1222511134.3121121124
'lu'song'gao	卢嵩高	2107.204120.412580	21513.2524125125251.4125125251
'lu'lan	卢兰	2107.431	21513.43111
'lu'yong'sha	卢永厦	2107.45534.131380	21513.45534.131325111354
'lu'zong'ren	卢宗仁	2107.461124.3211	21513.44511234.3211
'lu'ning	卢宁	2107.4612	21513.44512
'lu'hong'yu	卢红宇	2107.55121.46112	21513.551121.445112
'shang'ban	上扳	211.103354	211.1213354
'shang'niu'jiao	上扭角	211.105211.35	211.1215211.3535112
'shang'zhen'ren'xiong	上揕人胸	211.10705.34.363532	211.121122111345.34.3511353452
'shang'xia'xiang'sui	上下相随	211.124.1282.521324	211.124.123425111.52132511454
'shang'ya	上压	211.13194	211.131214
'shang'bu	上步	211.21233	211.2121233
'shang'bu'lan'que'wei	上步揽雀尾	211.21233.102235.234321.0767	211.2121233.121223142535.23432411121.5133115
'shang'bu'qi'xing	上步七星	211.21233.15.81371	211.2121233.15.251131121
'shang'wang'qiu	上网球	211.253434.111244	211.253434.11211241344
'shang'sheng'qiu	上升球	211.3132.111244	211.3132.11211241344
'shang'sheng'qi	上升期	211.3132.7036	211.3132.122111343511
'shang'e	上腭	211.368085	211.3511251251115
'shang'ban'chang	上半场	211.432.19533	211.43112.121533
'shang'hai'jian'qiao'xue'yuan'dui	上海建桥学院队	211.443106.011124.129632.6458.524615.5234	211.4413155414.51111254.1234313432.44345521.524451135.5234
'shang'hai'da'shi'sai	上海大师赛	211.443106.134.23125.467638	211.4413155414.134.231252.44511221342534
'shang'hai'guo'ji'sai'che'chang	上海国际赛车场	211.443106.251141.521124.467638.77.19533	211.4413155414.25112141.5211234.44511221342534.1512.121533
'shang'hai'shi'wei'qi'xie'hui	上海市围棋协会	211.443106.4125.251151.1270.125344.341154	211.4413155414.41252.2511521.123412211134.125344.341154
'shang'hai'sai'dao	上海赛道	211.443106.467638.431384	211.4413155414.44511221342534.431325111454
'shang'hai'dui	上海队	211.443106.5234	211.4413155414.5234
'shang'lei'lv	上垒率	211.545459.415642	211.545454121.41554413412
'shang'xuan	上旋	211.603108	211.41533152134
'shang'xuan'tiao'gao'qiu	上旋挑高球	211.603108.103414.412580.111244	211.41533152134.121341534.4125125251.11211241344
'shang'xuan'qiu	上旋球	211.603108.111244	211.41533152134.11211241344
'shang'xuan'zhuan'qiu	上旋转球	211.603108.771154.111244	211.41533152134.15211154.11211241344
'shang'li	上立	211.61	211.41431
'shang'shou	上手	211.67	211.3112
'shang'shou'fa'qiu	上手发球	211.67.53544.111244	211.3112.53544.11211241344
'ka'la'ka'she'wei'qi	卡拉卡舍维奇	21124.1061.21124.341120.553241.134182	21124.12141431.21124.34112251.55132411121.13412512
'ka'la'ka'sai'wei'qi	卡拉卡塞维奇	21124.1061.21124.467639.553241.134182	21124.12141431.21124.4451122134121.55132411121.13412512
'ka'ding'che'xi'lie'sai	卡丁车系列赛	21124.12.77.356234.1322.467638	21124.12.1512.3554234.135422.44511221342534
'ka'ta'er'mei'fu'shi'you'gong'kai'sai	卡塔尔美孚石油公开赛	21124.191792.35234.431114.3958.14.4483.3454.1132.467638	21124.121122341251.35234.431121134.3443521.13251.44125121.3454.1132.44511221342534
'ka'nei'pi	卡内皮	21124.2534.53254	21124.2534.53254
'ka'te'wei'lian'mu'si	卡特威廉姆斯	21124.311914.131594.474314.5906.703312	21124.3121121124.131531534.4134315112234.53155414.122111343312
'ka'te'si'ke'ya	卡特斯克亚	21124.311914.703312.128035.122	21124.3121121124.122111343312.1225135.122431
'ka'pei'la	卡佩拉	21124.323515.1061	21124.32351252.12141431
'ka'wei	卡位	21124.3261	21124.3241431
'ka'er'sen	卡尔森	21124.35234.121212	21124.35234.123412341234
'ka'er'song	卡尔松	21124.35234.123454	21124.35234.12343454
'ka'er'de'long	卡尔德隆	21124.35234.331285.529011	21124.35234.332122522114544.52354131121
'ka'pu'li'ya'di	卡普里亚蒂	21124.431221.81211.122.176125	21124.431224312511.2511211.122431.122414345252
'ka'bo'ke'luo	卡波科洛	21124.445324.924412.449080	21124.44153254.312344412.441354251
'ka'wen'dun	卡温顿	21124.448184.152518	21124.441251125221.1525132534
'ka'luo'wei'qi	卡洛维奇	21124.449080.553241.134182	21124.441354251.55132411121.13412512
'ka'fei'er'ni'ke'fu	卡费尔尼科夫	21124.573228.35234.0735.924412.1134	21124.515322534.35234.51335.312344412.1134
'ka'si'bi	卡斯比	21124.703312.1535	21124.122111343312.1535
'ka'li'si	卡里斯	21124.81211.703312	21124.2511211.122111343312
'ka'ming'si'ji	卡明斯基	21124.8136.703312.7019	21124.25113511.122111343312.12211134121
'ka'qian	卡钳	21124.9118	21124.3111512211
'qi'bo	歧伯	211254.32381	21211254.3232511
'bei'ka'luo'lai'na'zhou	北卡罗来纳州	21135.21124.8490.168.552534.434242	21135.21124.25221354.1431234.5512534.434242
'bei'jing'dui	北京队	21135.41234.5234	21135.41251234.5234
'bei'dou'qi	北斗七	21135.4412.15	21135.4412.15
'bei'zhe'kao	背折靠	211351.103312.319803	211352511.1213312.312125121112111
'bei'hou'huan'shou'yun'qiu	背后换手运球	211351.33180.103524.67.115444.111244	211352511.331251.1213525134.3112.1154454.11211241344
'bei'chuo'jiao	背绰角	211351.552182.35	211352511.55121251112.3535112
'bei'shen'guan'lan	背身灌篮	211351.95.441781.372234	211352511.3251113.44112225125132411121.3143142231425221
'mi'min'ting	芈旻廷	212112.8166.31954	2121112.25114134.312154
'bu'gong	步功	21233.12153	2121233.12153
'bu'xing'zhe	步行者	21233.33112.19381	2121233.332112.12132511
'bu'diao	步调	21233.403510	2121233.4535121251
'bu'fa	步法	21233.441954	2121233.44112154
'bu'sui'shen'xing	步随身行	21233.521324.95.33112	2121233.52132511454.3251113.332112
'bu'yin	步引	21233.572	2121233.5152
'bu'shu	步数	21233.685990	2121233.4312345313134
'ken'te'bei'zi'mo'er	肯特贝兹莫尔	212511.311914.28.431566.178114.35234	21212511.3121121124.2534.431554554.1222511134.35234
'ken'ba'wo'ke	肯巴沃克	212511.5215.4496.128035	21212511.5215.4413134.1225135
'ci'ju	此局	2135.07580	212135.5135251
'zi'lou	紫楼	213554.126859	212135554234.1234431234531
'zi'wei'jian	紫微剑	213554.332010.341642	212135554234.3322521353134.341443122
'zi'jing'men	紫晶门	213554.818181.42	212135554234.251125112511.425
'zhan'wei	占位	2180.3261	21251.3241431
'zhan'kong'jiao	占空角	2180.463411.35	21251.44534121.3535112
'zhan'lei'dong'zuo	占垒动作	2180.545459.115453.323121	21251.545454121.115453.3231211
'zhan'shu	战术	218014.124	212511534.12344
'zhan'shu'jiao'lian	战术教练	218014.124.193580.551554	212511534.12344.12135213134.55115534
'zhan'shu'pian	战术篇	218014.124.374077	212511534.12344.314314451325122
'zhan'shu'pei'he	战术配合	218014.124.75515.92	212511534.12344.1253511515.341251
'zhan'dou	战斗	218014.4412	212511534.4412
'zhan'ji	战绩	218014.557128	212511534.55111212534
'dian'gan	点杆	218069.12112	212514444.1234112
'dian'gun	点棍	218069.128115	212514444.123425111535
'dian'ru	点入	218069.34	212514444.34
'dian'sha	点杀	218069.3412	212514444.341234
'dian'jiao	点角	218069.35	212514444.3535112
'dian'kong	点空	218069.463411	212514444.44534121
'dian'fang	点方	218069.60	212514444.4153
'dian'shu'zhi	点数制	218069.685990.311252	212514444.4312345313134.31125222
'dian'mu	点目	218069.82	212514444.25111
'dian'mu'fa	点目法	218069.82.441954	212514444.25111.44112154
'dian'yan	点眼	218069.8203	212514444.25111511534
'can'liu'qi	餐六气	219050.66.67	2135454344511534.4134.3115
'ye'yu'san'qiang	业余三强	22.34112.111.578026	22431.3411234.111.515251251214
'ye'yu'qi'shou	业余棋手	22.34112.1270.67	22431.3411234.123412211134.3112
'ye'yu'wei'qi'lian'sai	业余围棋联赛	22.34112.251151.1270.724334.467638	22431.3411234.2511521.123412211134.122111431134.44511221342534
'ye'yu'duan'wei	业余段位	22.34112.973554.3261	22431.3411234.321113554.3241431
'lin'qing'tan'tui	临清潭腿	223141.447121.447482.360344	223142521.44111212511.441125221251112.3511511534454
'lin'zhen'qiang	临阵枪	223141.5277.123455	223142521.521512.12343455
'jian'guan'zhe	监管者	223144.374621.19381	2231425221.31431444525151.12132511
'jian'shi	坚实	225419.464414	2254121.44544134
'jin'dai'gou	紧带钩	225454.122245.913554	2254554234.122245252.311153554
'jin'bi'fang'shou	紧逼防守	225454.180834.5260.46124	2254554234.125125121454.524153.445124
'jin'jie	紧劫	225454.195453	2254554234.1215453
'jin'tie'fang'shou	紧贴防守	225454.282180.5260.46124	2254554234.253421251.524153.445124
'jin'dui'zi	紧对子	225454.54124.58	2254554234.54124.521
'jin'qi	紧气	225454.67	2254554234.3115
'jin'qi'jie	紧气劫	225454.67.195453	2254554234.3115.1215453
'fei'shou'po'xing'shi'wu	非受迫性失误	23.394554.381454.49371.31134.408014	21112111.34434554.32511454.44231121.31134.452511134
'fei'huo'qiu	非活球	23.4496.111244	21112111.441312251.11211241344
'fei'zhong'zi'qiu'yuan	非种子球员	23.92802.58.111244.8028	21112111.312342512.521.11211241344.2512534
'gui'yi	归一	2301.1	23511.1
'gui'ben'zi'shu	归本子数	2301.121.58.685990	23511.12341.521.4312345313134
'gui'ben'shu	归本数	2301.121.685990	23511.12341.4312345313134
'shi'zhu'zhai'pu	师竹斋谱	23125.37.661322.404311	231252.312312.4134132522.45431224312511
'xiao'tuo'ma'si	小托马斯	234.10315.50.703312	234.121315.551.122111343312
'xiao'qin'da	小擒打	234.103444.1012	234.121344134522554.12112
'xiao'la'li'nan'si	小拉里南斯	234.1061.81211.122542.703312	234.12141431.2511211.122543112.122111343312
'xiao'qiu'zhan'shu	小球战术	234.111244.218014.124	234.11211241344.212511534.12344
'xiao'qiao	小巧	234.12115	234.12115
'xiao'lin'guang'yi	小林光一	234.1212.24135.1	234.12341234.243135.1
'xiao'lin'qian'shou	小林千寿	234.1212.312.73124	234.12341234.312.1113124
'xiao'lin'quan'mei	小林泉美	234.1212.381254.431114	234.12341234.325112534.431121134
'xiao'lin'liu	小林流	234.1212.444155	234.12341234.4414154325
'xiao'lin'liu'bu'ju	小林流布局	234.1212.444155.1325.07580	234.12341234.4414154325.13252.5135251
'xiao'lin'jue	小林觉	234.1212.642535	234.12341234.443452535
'xiao'du'lan'te	小杜兰特	234.1219.431.311914	234.1234121.43111.3121121124
'xiao'nan'si	小南斯	234.122542.703312	234.122543112.122111343312
'xiao'song'ying'zi	小松英子	234.123454.172514.58	234.12343454.12225134.521
'xiao'liu	小柳	234.123532	234.123435352
'xiao'li'fei'dao	小李飞刀	234.1258.534.53	234.1234521.534.53
'xiao'qi	小棋	234.1270	234.123412211134
'xiao'qi'sheng'zhan	小棋圣战	234.1270.5419.218014	234.123412211134.54121.212511534
'xiao'ke'li'qin'ke	小克里钦科	234.128035.81211.913534.924412	234.1225135.2511211.311153534.312344412
'xiao'wei'lian'mu'si	小威廉姆斯	234.131594.474314.5906.703312	234.131531534.4134315112234.53155414.122111343312
'xiao'yu'men	小雨门	234.16.42	234.12524444.425
'xiao'xue'beng	小雪崩	234.1601.203636	234.14524444511.25235113511
'xiao'xue'beng'xing	小雪崩型	234.1601.203636.113229	234.14524444511.25235113511.113222121
'xiao'su'di'si	小苏堤斯	234.175344.198114.703312	234.1225344.121251112134.122111343312
'xiao'shan'yu'guo	小山雨果	234.20.16.8112	234.252.12524444.25111234
'xiao'shan'jing'nan	小山靖男	234.20.617121.8353	234.252.4143111212511.2512153
'xiao'shan'zhi'li	小山智丽	234.20.948081.125424	234.252.311342512511.1254254
'xiao'xiao'qi'yuan	小小棋苑	234.234.1270.179055	234.234.123412211134.12235455
'xiao'jian	小尖	234.234134	234.234134
'xiao'pa'fu'luo'wei'qi	小帕夫洛维奇	234.25381.1134.449080.553241.134182	234.25232511.1134.441354251.55132411121.13412512
