君士坦丁堡	01380.19.19811.12.328019
共青森林公园	1834.71.121212.1212.3454.251
共青森林公园	1834.712511.121212.1212.3454.251131
画舫斋	183.936.661
画舫斋	18352.9360.661322
世贸中心双子星大厦遗址	185.35453.802.65.5454.58.8137.134.13138.80212.1921
世贸中心双子星大厦遗址	185.354538.802.65.5454.58.81371.134.131380.802124.1921
世贸遗址	185.35453.80212.1921
世贸遗址	185.354538.802124.1921
世纪大桥	185.555.134.129
世纪大桥	185.55515.134.129432
世纪大道	185.555.134.4338
世纪大道	185.55515.134.433824
世界公园	185.833.3454.251
世界公园	185.833432.3454.251131
勤民楼	1853.5151.126
勤民楼	1853.51515.126859
勒哈弗尔	1853.809.5732.3523
勒哈弗尔	1853.8094.5732.35234
勒拿河石柱天然公园	1853.949.441.14.12411.1134.9013.3454.251
勒拿河石柱天然公园	1853.9497.441802.14.12411.1134.901349.3454.251131
燕南寄庐	1880.1225.46134.4767
燕南寄庐	188029.122542.461342.4767
燕下都遗址	1880.124.193.80212.1921
燕下都遗址	188029.124.193812.802124.1921
燕墩	1880.19415
燕墩	188029.194150
燕州城	1880.4342.1913
燕州城	188029.434242.191354
燕塞湖	1880.46781.44128
燕塞湖	188029.467819.441286
燕子矶	1880.58.1435
燕子矶	188029.58.1435
燕子垭	1880.58.19122
燕子垭	188029.58.19122
昔利特维米湖	1881.922.3119.5532.68.44128
昔利特维米湖	1881.9222.311914.553241.68.441286
黄桥决战革命旧址	188.129.4151.2180.18.3418.281.1921
黄桥决战革命旧址	188334.129432.415134.218014.18.341802.281.1921
黄大仙庙	188.134.3220.478
黄大仙庙	188334.134.3220.4783
黄龙	188.13534
黄龙	188334.13534
黄龙洞	188.13534.4425
黄龙洞	188334.13534.442510
黄龙吐翠	188.13534.8019.044
黄龙吐翠	188334.13534.8019.044132
黄石国家公园	188.14.2.46.3454.251
黄石国家公园	188334.14.251141.4613.3454.251131
黄埔	188.191254
黄埔	188334.191254
黄山	188.20
黄山	188334.20
黄崖洞	188.20131.4425
黄崖洞	188334.201319.442510
黄公望森林公	188.3454.4153.121212.1212.3454
黄公望森林公	188334.3454.415361.121212.1212.3454
黄公望森林公园	188.3454.4153.121212.1212.3454.251
黄公望森林公园	188334.3454.415361.121212.1212.3454.251131
黄篾楼	188.37841.126
黄篾楼	188334.378414.126859
黄狮寨	188.3823.467812
黄狮寨	188334.382315.467812
黄道婆墓	188.4338.44532.178119
黄道婆墓	188334.433824.445329.178119
黄河大禹渡	188.441.134.3802.4447
黄河大禹渡	188334.441802.134.380254.444714
黄河小浪底风景区	188.441.234.4440.473.353.814.1345
黄河小浪底风景区	188334.441802.234.44403.473514.3534.814124.1345
黄河源	188.441.44133
黄河源	188334.441802.441334
黄沙古渡	188.442.1280.4447
黄沙古渡	188334.442343.1280.444714
黄鹤楼	188.4532.126
黄鹤楼	188334.453246.126859
黄宾虹旧居	188.4698.26121.281.0712
黄宾虹旧居	188334.469834.26121.281.071280
黄丝桥古城	188.55551.129.1280.1913
黄丝桥古城	188334.55551.129432.1280.191354
黄帝故里	188.6125.12809.812
黄帝故里	188334.6125.128090.81211
黄果树瀑布	188.8112.125.448114.1325
黄果树瀑布	188334.8112.125414.448114.1325
黄果树景区	188.8112.125.814.1345
黄果树景区	188334.8112.125414.814124.1345
黄金海岸	188.91.4431.2013
黄金海岸	188334.91.443106.201312
土伦	19.32343
土伦	19.323435
土库曼	19.477.8184
土库曼	19.4777.818454
土库曼巴德	19.477.8184.5215.3312
土库曼巴德	19.4777.818454.5215.331285
土库曼纳法索	19.477.8184.5525.44.1245
土库曼纳法索	19.4777.818454.552534.441954.124554
土库曼斯坦	19.477.8184.7033.19811
土库曼斯坦	19.4777.818454.7033.19811
土耳其	19.72.70
鼓楼	791.126
鼓楼	791254.126859
鼓浪屿	791.4440.2015
鼓浪屿	791254.44403.20151
埼拉群岛	191342.1061.0138.962
埼拉群岛	191342.1061.013802.9620
埼玉	191342.114
城墙磖子山城遗址	1913.1912.140431.58.20.1913.80212.1921
城墙磖子山城遗址	191354.191241.140431.58.20.191354.802124.1921
城隍山	1913.5238.20
城隍山	191354.523811.20
城隍庙	1913.5238.478
城隍庙	191354.523811.4783
城子山山城	1913.58.20.20.1913
城子山山城	191354.58.20.20.191354
城子山山城遗址	1913.58.20.20.1913.80212.1921
城子山山城遗址	191354.58.20.20.191354.802124.1921
城子后山城遗址	1913.58.331.20.1913.80212.1921
城子后山城遗址	191354.58.33180.20.191354.802124.1921
塔拉瓦	1917.1061.79
塔拉瓦	191794.1061.79
塔林	1917.1212
塔林	191794.1212
塔古尔冈	1917.1280.3523.2534
塔古尔冈	191794.1280.35234.2534
塔克西拉	1917.12803.74.1061
塔克西拉	191794.128035.74.1061
塔布克	1917.1325.12803
塔布克	191794.1325.128035
塔营子古城址	1917.17458.58.1280.1913.1921
塔营子古城址	191794.174580.58.1280.191354.1921
塔塔	1917.1917
塔塔	191794.191794
塔赫特依巴依佛教遗址	1917.193234.3119.32413.5215.32413.3257.1935.80212.1921
塔赫特依巴依佛教遗址	191794.193234.311914.324134.5215.324134.325732.193580.802124.1921
塔吉克国家公园	1917.1980.12803.2.46.3454.251
塔吉克国家公园	191794.1980.128035.251141.4613.3454.251131
塔吉克斯坦	1917.1980.12803.7033.19811
塔吉克斯坦	191794.1980.128035.7033.19811
塔朱拉地区	1917.3112.1061.195.1345
塔朱拉地区	191794.3112.1061.19525.1345
塔伊夫	1917.32013.1134
塔伊夫	191794.32013.1134
塔什干	1917.3212.112
塔什干	191794.3212.112
塔希提岛	1917.3413.1081.962
塔希提岛	191794.341325.108176.9620
塔尔寺	1917.3523.19124
塔尔寺	191794.35234.19124
塔尔塔基	1917.3523.1917.701
塔尔塔基	191794.35234.191794.7019
塔尔图	1917.3523.259
塔尔图	191794.35234.259041
塔尔图斯	1917.3523.259.7033
塔尔图斯	191794.35234.259041.7033
塔尔欣古庙群	1917.3523.3335.1280.478.0138
塔尔欣古庙群	191794.35234.333534.1280.4783.013802
塔尔米纳奴隶堡	1917.3523.68.5525.5954.0124.328019
塔尔米纳奴隶堡	191794.35234.68.552534.5954.012414.328019
塔兰托	1917.43.10315
塔兰托	191794.43.10315
塔澳洲夫	1917.4432.44434.1134
塔澳洲夫	191794.443254.444342.1134
塔波拉	1917.4453.1061
塔波拉	191794.445324.1061
塔马塔夫	1917.50.1917.1134
塔马塔夫	191794.50.191794.1134
塔马纳	1917.50.5525
塔马纳	191794.50.552534
塔马利	1917.50.922
塔马利	191794.50.9222
塔那那利佛	1917.51.51.922.3257
塔那那利佛	191794.5152.5152.9222.325732
塔巴采卡	1917.5215.3912.2124
塔巴采卡	191794.5215.3912.2124
塔巴科	1917.5215.924
塔巴科	191794.5215.924412
塔子城遗址	1917.58.1913.80212.1921
塔子城遗址	191794.58.191354.802124.1921
塔斯马尼亚	1917.7033.50.0735.122
塔斯马尼亚	191794.7033.50.0735.122
塔瓦	1917.79
塔瓦	191794.79
塔曼拉塞特	1917.8184.1061.46781.3119
塔曼拉塞特	191794.818454.1061.467819.311914
塔利拉迪	1917.922.1061.8345
塔利拉迪	191794.9222.1061.83454
塔科马	1917.924.50
塔科马	191794.924412.50
圭亚那	1919.122.51
圭亚那	1919.122.5152
圭亚那城	1919.122.51.1913
圭亚那城	1919.122.5152.191354
圭鲁	1919.9581
封氏墓群	1919.3515.178119.0138
封氏墓群	191914.3515.178119.013802
封冻碑	1919.4115.1438
封冻碑	191914.411524.143812
匼河遗址	1945.441.80212.1921
匼河遗址	1945.441802.802124.1921
考拉克	1931.1061.12803
考拉克	19315.1061.128035
考艾岛	1931.1734.962
考艾岛	19315.1734.9620
考勤卡张包	1931.1853.2124.57.355
考勤卡张包	19315.1853.2124.573154.35515
考纳斯	1931.5525.7033
考纳斯	19315.552534.7033
赫拉特	193234.1061.3119
赫拉特	193234.1061.311914
赤嵌楼	19323.2018.126
赤嵌楼	193234.201834.126859
赤峰	19323.209
赤峰	193234.209071
赫图阿拉城	193234.259.5218.1061.1913
赫图阿拉城	193234.259041.521802.1061.191354
赫图阿拉老城	193234.259.5218.1061.1933.1913
赫图阿拉老城	193234.259041.521802.1061.19335.191354
赫伦塔尔斯	193234.32343.1917.3523.7033
赫伦塔尔斯	193234.323435.191794.35234.7033
赫尔	193234.3523
赫尔	193234.35234
赫尔加达	193234.3523.538.13445
赫尔加达	193234.35234.5380.134454
赫尔辛格	193234.3523.6112.1290
赫尔辛格	193234.35234.6112.129080
赫尔辛堡	193234.3523.6112.328019
赫尔辛堡	193234.35234.6112.328019
赫尔辛基	193234.3523.6112.701
赫尔辛基	193234.35234.6112.7019
赤道几内亚	19323.4338.35.2534.122
赤道几内亚	193234.433824.35.2534.122
赤道纪念碑	19323.4338.555.34456.1438
赤道纪念碑	193234.433824.55515.344565.143812
堆云洞	1932.1154.4425
堆云洞	193241.1154.442510
彭水郁山飞盐泉	7933.253.132512.20.534.192.3812
彭水郁山飞盐泉	79333.2534.132512.20.534.192484.381254
彭水保家老营顶	7933.253.3280.46.1933.17458.12132
彭水保家老营顶	79333.2534.328012.4613.19335.174580.121328
彭水电站库区风景区	7933.253.815.612.477.1345.353.814.1345
彭水电站库区风景区	79333.2534.815.612180.4777.1345.3534.814124.1345
彭巴	7933.5215
彭巴	79333.5215
老君岩	1933.01380.2014
老君岩	19335.01380.2014
老挝	1933.10124
老挝	19335.101244
老顶山森林公园	1933.12132.20.121212.1212.3454.251
老顶山森林公园	19335.121328.20.121212.1212.3454.251131
老龙头景区	1933.13534.4413.814.1345
老龙头景区	19335.13534.44134.814124.1345
老龙潭	1933.13534.44748
老龙潭	19335.13534.447482
老碓溪	1933.143241.44395
老碓溪	19335.143241.443954
老西开教堂	1933.74.78.1935.2419
老西开教堂	19335.74.78.193580.2419
老虎石	1933.873.14
老虎石	19335.8735.14
老金线泉	1933.91.5511.3812
老金线泉	19335.91.551154.381254
坎布拉	19353.1325.1061
坎布拉	193534.1325.1061
坎布里奇	19353.1325.812.13418
坎布里奇	193534.1325.81211.134182
坎大哈	19353.134.809
坎大哈	193534.134.8094
坎帕拉	19353.2538.1061
坎帕拉	193534.25381.1061
坎德拉	19353.3312.1061
坎德拉	193534.331285.1061
坎儿井	19353.35.78
坎儿井	193534.35.78
坎昆岛	19353.8115.962
坎昆岛	193534.811535.9620
孝感泉	19358.1318.3812
孝感泉	19358.131805.381254
都灵	193.016
都灵	193812.0169
都拉斯	193.1061.7033
都拉斯	193812.1061.7033
都柏林	193.12381.1212
都柏林	193812.12381.1212
都柏林堡	193.12381.1212.328019
都柏林堡	193812.12381.1212.328019
都城隍庙大殿	193.1913.5238.478.134.07183
都城隍庙大殿	193812.191354.523811.4783.134.071834
都江堰	193.44121.19181
都江堰	193812.44121.191815
煮糠泉	1938.68470.3812
煮糠泉	193819.684704.381254
壶山水神堂	792.20.253.6283.2419
壶山水神堂	7922.20.2534.6283.2419
壶口瀑布	792.80.448114.1325
壶口瀑布	7922.80.448114.1325
地拉那	195.1061.51
地拉那	19525.1061.5152
地下森林	195.124.121212.1212
地下森林	19525.124.121212.1212
地下富殿	195.124.4618.07183
地下富殿	19525.124.461803.071834
地下熔岩洞	195.124.6946.2014.4425
地下熔岩洞	19525.124.694694.2014.442510
地保城	195.3280.1913
地保城	19525.328012.191354
地中海	195.802.4431
地中海	19525.802.443106
嘉峪关	795.2094.4334
嘉峪关	795380.2094.4334
嘉峪关关城	795.2094.4334.4334.1913
嘉峪关关城	795380.2094.4334.4334.191354
嘉乐殿	795.352.07183
嘉乐殿	795380.35234.071834
嘉定孔庙	795.467.585.478
嘉定孔庙	795380.4676.585.4783
嘉福寺塔	795.621.19124.1917
嘉福寺塔	795380.621803.19124.191794
埃托沙公园	19549.10315.442.3454.251
埃托沙公园	195494.10315.442343.3454.251131
埃博洛瓦	19549.121254.4490.79
埃博洛瓦	195494.121254.449080.79
埃格尔	19549.1290.3523
埃格尔	195494.129080.35234
埃菲尔铁塔	19549.1723.3523.913.1917
埃菲尔铁塔	195494.1723.35234.913114.191794
埃赫特尔纳赫	19549.193234.3119.3523.5525.193234
埃赫特尔纳赫	195494.193234.311914.35234.552534.193234
埃吉那	19549.1980.51
埃吉那	195494.1980.5152
埃贝比因	19549.28.1535.2513
埃贝比因	195494.28.1535.251341
埃特纳火山	19549.3119.5525.69.20
埃特纳火山	195494.311914.552534.69.20
埃尔贡山	19549.3523.12128.20
埃尔贡山	195494.35234.12128.20
埃尔塔欣城	19549.3523.1917.3335.1913
埃尔塔欣城	195494.35234.191794.333534.191354
埃尔瓦什边镇要塞	19549.3523.79.3212.5345.91122.7.46781
埃尔瓦什边镇要塞	195494.35234.79.3212.53454.911224.7459.467819
埃及	19549.354
埃及	195494.354
埃法特岛	19549.44.3119.962
埃法特岛	195494.441954.311914.9620
埃泽萨	19549.445412.17526
埃泽萨	195494.445412.175263
埃洛拉石窟群	19549.4490.1061.14.4607.0138
埃洛拉石窟群	195494.449080.1061.14.460702.013802
埃塞俄比亚	19549.46781.323124.1535.122
埃塞俄比亚	195494.467819.323124.1535.122
埃皮达夫罗斯露天剧场	19549.532.13445.1134.849.7033.162.1134.07128.1953
埃皮达夫罗斯露天剧场	195494.53254.134454.1134.8490.7033.162990.1134.071282.19533
埃维纳永	19549.5532.5525.455
埃维纳永	195494.553241.552534.45534
埃斯比约	19549.7033.1535.5535
埃斯比约	195494.7033.1535.55354
埃斯特角城	19549.7033.3119.35.1913
埃斯特角城	195494.7033.311914.35.191354
埃斯波	19549.7033.4453
埃斯波	195494.7033.445324
埃斯科里亚尔修道院	19549.7033.924.812.122.3523.322.4338.524
埃斯科里亚尔修道院	195494.7033.924412.81211.122.35234.322903.433824.524615
埃里温市	19549.812.4481.4125
埃里温市	195494.81211.448184.4125
境港	196.44183
境港	196185.441835
堪萨斯城	1970.17526.7033.1913
堪萨斯城	19705.175263.7033.191354
堪萨斯州	1970.17526.7033.4342
堪萨斯州	19705.175263.7033.434242
堪培拉	1970.1961.1061
堪培拉	19705.196180.1061
吉扎克	1980.105.12803
吉扎克	1980.105.128035
吉木乃口岸	1980.12.53.80.2013
吉木乃口岸	1980.12.53.80.201312
吉林北山公园	1980.1212.211.20.3454.251
吉林北山公园	1980.1212.21135.20.3454.251131
吉林文庙	1980.1212.66.478
吉林文庙	1980.1212.66.4783
吉布提	1980.1325.1081
吉布提	1980.1325.108176
吉布提市	1980.1325.1081.4125
吉布提市	1980.1325.108176.4125
吉大港	1980.134.44183
吉大港	1980.134.441835
吉达	1980.13445
吉达	1980.134454
吉萨金字塔	1980.17526.91.4658.1917
吉萨金字塔	1980.175263.91.4658.191794
吉吉	1980.1980
吉赞	1980.31935
吉赞	1980.319358
吉尔吉斯斯坦	1980.3523.1980.7033.7033.19811
吉尔吉斯斯坦	1980.35234.1980.7033.7033.19811
吉尔果山天池	1980.3523.8112.20.1134.4452
吉尔果山天池	1980.35234.8112.20.1134.44525
吉猗园	1980.381342.251
吉猗园	1980.381342.251131
吉朗	1980.40336
吉鸿昌烈士故居	1980.441216.8181.13226.19.12809.0712
吉鸿昌烈士故居	1980.441216.8181.132269.19.128090.071280
吉塞尼	1980.46781.0735
吉塞尼	1980.467819.0735
喜马拉雅山	7980.50.1061.793.20
喜马拉雅山	7980.50.1061.793241.20
吉隆坡	1980.52901.19532
吉隆坡	1980.529011.195324
坦塔	19811.1917
坦塔	19811.191794
坦坦	19811.19811
坦帕	19811.2538
坦帕	19811.25381
坦巴昆达	19811.5215.8115.13445
坦巴昆达	19811.5215.811535.134454
坦皮科	19811.532.924
坦皮科	19811.53254.924412
坦加	19811.538
坦加	19811.5380
坦桑尼亚	19811.54545.0735.122
坦桑尼亚	19811.545452.0735.122
坦纳岛	19811.5525.962
坦纳岛	19811.552534.9620
坦噶	19811.801785
坤甸	1983.3583
坤柔圣母庙	1983.5412.5419.06.478
坤柔圣母庙	1983.5412.5419.06.4783
山打根	20.1012.120
山打根	20.1012.1203
山顶洞人遗址	20.12132.4425.34.80212.1921
山顶洞人遗址	20.121328.442510.34.802124.1921
山丹军马场	20.3541.45.50.1953
山丹军马场	20.3541.4577.50.19533
山美纳	20.431.5525
山美纳	20.431114.552534
山海关	20.4431.4334
山海关	20.443106.4334
山神峪千佛洞	20.6283.2094.312.3257.4425
山神峪千佛洞	20.6283.2094.312.325732.442510
山西省博物馆	20.74.23438.121254.313.304
山西省博物馆	20.74.234382.121254.313533.304621
崧泽古文化遗址	20123.445412.1280.66.3235.80212.1921
崧泽古文化遗址	201234.445412.1280.66.3235.802124.1921
崖州古城	20131.4342.1280.1913
崖州古城	201319.434242.1280.191354
岩山寺	2014.20.19124
岩手	2014.97
峡湾小城金沙维克	20143.44665.234.1913.91.442.5532.12803
峡湾小城金沙维克	201434.446657.234.191354.91.442343.553241.128035
峡口	20143.80
峡口	201434.80
崂山	2017.20
崂山	201743.20
崂山风景名胜区	2017.20.353.814.90.363.1345
崂山风景名胜区	201743.20.3534.814124.9080.36371.1345
岘港	20253.44183
岘港	202535.441835
嵊泗列岛	20312.4484.1322.962
嵊泗列岛	203124.4484.1322.9620
峨眉山	2031.52138.20
峨眉山	203124.521382.20
崔府君庙	2032.4732.01380.478
崔府君庙	203241.473214.01380.4783
崩角	2036.35
崩角	203636.35
嵩山	2041.20
嵩山	204180.20
崇武古城	204.1121.1280.1913
崇武古城	204614.112154.1280.191354
崇州九龙沟风景名胜区	204.4342.35.13534.44355.353.814.90.363.1345
崇州九龙沟风景名胜区	204614.434242.35.13534.443554.3534.814124.9080.36371.1345
崇宁殿	204.4612.07183
崇宁殿	204614.4612.071834
崇庆寺	204.471.19124
崇庆寺	204614.47134.19124
崇陵	204.5219
崇陵	204614.521930
崇圣饲	204.5419.305
崇圣饲	204614.5419.305180
崇妃园寝	204.59515.251.4641
崇妃园寝	204614.59515.251131.464124
崇福寺	204.621.19124
崇福寺	204614.621803.19124
崇兴寺双塔	204.6434.19124.5454.1917
崇兴寺双塔	204614.6434.19124.5454.191794
崇寿寺	204.731.19124
崇寿寺	204614.73124.19124
崇寿寺塔	204.731.19124.1917
崇寿寺塔	204614.73124.19124.191794
崇明寺	204.8136.19124
崇明寺	204614.8136.19124
崆峒山	2046.2025.20
崆峒山	204611.202510.20
凯厄图尔瀑布	2051.1355.259.3523.448114.1325
凯厄图尔瀑布	205155.1355.259041.35234.448114.1325
凯雷万	2051.1683.153
凯雷万	205155.1683.153
凯内马	2051.2534.50
凯内马	205155.2534.50
凯旋门	2051.60310.42
凯旋门	205155.603108.42
凯里马	2051.812.50
凯里马	205155.81211.50
凯鲁万	2051.9581.153
凯鲁万	205155.9581.153
卢韦罗	210.1152.849
卢韦罗	2107.1152.8490
卢本巴希	210.121.5215.3413
卢本巴希	2107.121.5215.341325
卢森堡	210.121212.328019
卢森堡	2107.121212.328019
卢森堡市	210.121212.328019.4125
卢森堡市	2107.121212.328019.4125
卢克索神庙	210.12803.1245.6283.478
卢克索神庙	2107.128035.124554.6283.4783
卢布林	210.1325.1212
卢布林	2107.1325.1212
卢布尔雅那	210.1325.3523.793.51
卢布尔雅那	2107.1325.35234.793241.5152
卢萨卡	210.17526.2124
卢萨卡	2107.175263.2124
卢甘维尔	210.18.5532.3523
卢甘维尔	2107.18.553241.35234
卢贝克	210.28.12803
卢贝克	2107.28.128035
卢德	210.3312
卢德	2107.331285
卢浦大桥	210.44125.134.129
卢浦大桥	2107.441254.134.129432
卢涯瀑布	210.44131.448114.1325
卢涯瀑布	2107.441319.448114.1325
卢沟桥	210.44355.129
卢沟桥	2107.443554.129432
卢浮宫	210.4439.4680
卢浮宫	2107.443958.468080
卢塞恩湖	210.46781.251345.44128
卢塞恩湖	2107.467819.251345.441286
卢巴	210.5215
卢巴	2107.5215
卢加	210.538
卢加	2107.5380
卢西	210.74
卢西	2107.74
卢瓦尔河畔古堡群	210.79.3523.441.834.1280.328019.0138
卢瓦尔河畔古堡群	2107.79.35234.441802.83432.1280.328019.013802
卢瓦尔河香波城堡	210.79.3523.441.9281.4453.1913.328019
卢瓦尔河香波城堡	2107.79.35234.441802.9281.445324.191354.328019
卢旺达	210.8111.13445
卢旺达	2107.8111.134454
鸬鹚潭	21079.435656.44748
